end of batch....0, cost so far 4560
end of batch....932, cost so far 1511
end of batch....933, cost so far 1511
end of batch....934, cost so far 1511
end of batch....935, cost so far 1511
end of batch....936, cost so far 1511
end of batch....937, cost so far 1511
end of batch....938, cost so far 1511
end of batch....939, cost so far 1511
end of batch....940, cost so far 1511
end of batch....941, cost so far 1511
end of batch....942, cost so far 1511
end of batch....943, cost so far 1511
end of batch....944, cost so far 1511
end of batch....945, cost so far 1511
end of batch....946, cost so far 1511
end of batch....947, cost so far 1511
end of batch....948, cost so far 1511
end of batch....949, cost so far 1511
end of batch....950, cost so far 1511
end of batch....951, cost so far 1511
end of batch....952, cost so far 1511
end of batch....953, cost so far 1511
end of batch....954, cost so far 1511
end of batch....955, cost so far 1511
end of batch....956, cost so far 1511
end of batch....957, cost so far 1511
end of batch....958, cost so far 1511
end of batch....959, cost so far 1511
end of batch....960, cost so far 1511
end of batch....961, cost so far 1511
end of batch....962, cost so far 1511
end of batch....963, cost so far 1511
end of batch....964, cost so far 1511
end of batch....965, cost so far 1511
end of batch....966, cost so far 1511
end of batch....967, cost so far 1511
end of batch....968, cost so far 1511
end of batch....969, cost so far 1511
end of batch....970, cost so far 1511
end of batch....971, cost so far 1511
end of batch....972, cost so far 1511
end of batch....973, cost so far 1511
end of batch....974, cost so far 1511
end of batch....975, cost so far 1511
end of batch....976, cost so far 1511
end of batch....977, cost so far 1511
end of batch....978, cost so far 1511
end of batch....979, cost so far 1511
end of batch....980, cost so far 1511
end of batch....981, cost so far 1511
end of batch....982, cost so far 1511
end of batch....983, cost so far 1511
end of batch....984, cost so far 1511
end of batch....985, cost so far 1511
end of batch....986, cost so far 1511
end of batch....987, cost so far 1511
end of batch....988, cost so far 1511
end of batch....989, cost so far 1511
end of batch....990, cost so far 1511
end of batch....991, cost so far 1511
end of batch....992, cost so far 1511
end of batch....993, cost so far 1511
end of batch....994, cost so far 1511
end of batch....995, cost so far 1511
end of batch....996, cost so far 1511
end of batch....997, cost so far 1511
end of batch....998, cost so far 1511
end of batch....999, cost so far 1511
end of batch....1000, cost so far 1511
end of batch....1001, cost so far 1511
end of batch....1002, cost so far 1511
end of batch....1003, cost so far 1511
end of batch....1004, cost so far 1511
end of batch....1005, cost so far 1511
end of batch....1006, cost so far 1511
end of batch....1007, cost so far 1511
end of batch....1008, cost so far 1511
end of batch....1009, cost so far 1511
end of batch....1010, cost so far 1511
end of batch....1011, cost so far 1511
end of batch....1012, cost so far 1511
end of batch....1013, cost so far 1511
end of batch....1014, cost so far 1511
end of batch....1015, cost so far 1511
end of batch....1016, cost so far 1511
end of batch....1017, cost so far 1511
end of batch....1018, cost so far 1511
end of batch....1019, cost so far 1511
end of batch....1020, cost so far 1511
end of batch....1021, cost so far 1511
end of batch....1022, cost so far 1511
end of batch....1023, cost so far 1511
end of batch....1024, cost so far 1511
end of batch....1025, cost so far 1511
end of batch....1026, cost so far 1511
end of batch....1027, cost so far 1511
end of batch....1028, cost so far 1511
end of batch....1029, cost so far 1511
end of batch....1030, cost so far 1511
end of batch....1031, cost so far 1511
end of batch....1032, cost so far 1511
end of batch....1033, cost so far 1511
end of batch....1034, cost so far 1511
end of batch....1035, cost so far 1511
end of batch....1036, cost so far 1511
end of batch....1037, cost so far 1511
end of batch....1038, cost so far 1511
end of batch....1039, cost so far 1511
end of batch....1040, cost so far 1511
end of batch....1041, cost so far 1511
end of batch....1042, cost so far 1511
end of batch....1043, cost so far 1511
end of batch....1044, cost so far 1511
end of batch....1045, cost so far 1511
end of batch....1046, cost so far 1511
end of batch....1047, cost so far 1511
end of batch....1048, cost so far 1511
end of batch....1049, cost so far 1511
end of batch....1050, cost so far 1511
end of batch....1051, cost so far 1511
end of batch....1052, cost so far 1511
end of batch....1053, cost so far 1511
end of batch....1054, cost so far 1511
end of batch....1055, cost so far 1511
end of batch....1056, cost so far 1511
end of batch....1057, cost so far 1511
end of batch....1058, cost so far 1511
end of batch....1059, cost so far 1511
end of batch....1060, cost so far 1511
end of batch....1061, cost so far 1511
end of batch....1062, cost so far 1511
end of batch....1063, cost so far 1511
end of batch....1064, cost so far 1511
end of batch....1065, cost so far 1511
end of batch....1066, cost so far 1511
end of batch....1067, cost so far 1511
end of batch....1068, cost so far 1511
end of batch....1069, cost so far 1511
end of batch....1070, cost so far 1511
end of batch....1071, cost so far 1511
end of batch....1072, cost so far 1511
end of batch....1073, cost so far 1511
end of batch....1074, cost so far 1511
end of batch....1075, cost so far 1511
end of batch....1076, cost so far 1511
end of batch....1077, cost so far 1511
end of batch....1078, cost so far 1511
end of batch....1079, cost so far 1511
end of batch....1080, cost so far 1511
end of batch....1081, cost so far 1511
end of batch....1082, cost so far 1511
end of batch....1083, cost so far 1511
end of batch....1084, cost so far 1511
end of batch....1085, cost so far 1511
end of batch....1086, cost so far 1511
end of batch....1087, cost so far 1511
end of batch....1088, cost so far 1511
end of batch....1089, cost so far 1511
end of batch....1090, cost so far 1511
end of batch....1091, cost so far 1511
end of batch....1092, cost so far 1511
end of batch....1093, cost so far 1511
end of batch....1094, cost so far 1511
end of batch....1095, cost so far 1511
end of batch....1096, cost so far 1511
end of batch....1097, cost so far 1511
end of batch....1098, cost so far 1511
end of batch....1099, cost so far 1511
end of batch....1100, cost so far 1511
end of batch....1101, cost so far 1511
end of batch....1102, cost so far 1511
end of batch....1103, cost so far 1511
end of batch....1104, cost so far 1511
end of batch....1105, cost so far 1511
end of batch....1106, cost so far 1511
end of batch....1107, cost so far 1511
end of batch....1108, cost so far 1511
end of batch....1109, cost so far 1511
end of batch....1110, cost so far 1511
end of batch....1111, cost so far 1511
end of batch....1112, cost so far 1511
end of batch....1113, cost so far 1511
end of batch....1114, cost so far 1511
end of batch....1115, cost so far 1511
end of batch....1116, cost so far 1511
end of batch....1117, cost so far 1511
end of batch....1118, cost so far 1511
end of batch....1119, cost so far 1511
end of batch....1120, cost so far 1511
end of batch....1121, cost so far 1511
end of batch....1122, cost so far 1511
end of batch....1123, cost so far 1511
end of batch....1124, cost so far 1511
end of batch....1125, cost so far 1511
end of batch....1126, cost so far 1511
end of batch....1127, cost so far 1511
end of batch....1128, cost so far 1511
end of batch....1129, cost so far 1511
end of batch....1130, cost so far 1511
end of batch....1131, cost so far 1511
end of batch....1132, cost so far 1511
end of batch....1133, cost so far 1511
end of batch....1134, cost so far 1511
end of batch....1135, cost so far 1511
end of batch....1136, cost so far 1511
end of batch....1137, cost so far 1511
end of batch....1138, cost so far 1511
end of batch....1139, cost so far 1511
end of batch....1140, cost so far 1511
end of batch....1141, cost so far 1511
end of batch....1142, cost so far 1511
end of batch....1143, cost so far 1511
end of batch....1144, cost so far 1511
end of batch....1145, cost so far 1511
end of batch....1146, cost so far 1511
end of batch....1147, cost so far 1511
end of batch....1148, cost so far 1511
end of batch....1149, cost so far 1511
end of batch....1150, cost so far 1511
end of batch....1151, cost so far 1511
end of batch....1152, cost so far 1511
end of batch....1153, cost so far 1511
end of batch....1154, cost so far 1511
end of batch....1155, cost so far 1511
end of batch....1156, cost so far 1511
end of batch....1157, cost so far 1511
end of batch....1158, cost so far 1511
end of batch....1159, cost so far 1511
end of batch....1160, cost so far 1511
end of batch....1161, cost so far 1511
end of batch....1162, cost so far 1511
end of batch....1163, cost so far 1511
end of batch....1164, cost so far 1511
end of batch....1165, cost so far 1511
end of batch....1166, cost so far 1511
end of batch....1167, cost so far 1511
end of batch....1168, cost so far 1511
end of batch....1169, cost so far 1511
end of batch....1170, cost so far 1511
end of batch....1171, cost so far 1511
end of batch....1172, cost so far 1511
end of batch....1173, cost so far 1511
end of batch....1174, cost so far 1511
end of batch....1175, cost so far 1511
end of batch....1176, cost so far 1511
end of batch....1177, cost so far 1511
end of batch....1178, cost so far 1511
end of batch....1179, cost so far 1511
end of batch....1180, cost so far 1511
end of batch....1181, cost so far 1511
end of batch....1182, cost so far 1511
end of batch....1183, cost so far 1511
end of batch....1184, cost so far 1511
end of batch....1185, cost so far 1511
end of batch....1186, cost so far 1511
end of batch....1187, cost so far 1511
end of batch....1188, cost so far 1511
end of batch....1189, cost so far 1511
end of batch....1190, cost so far 1511
end of batch....1191, cost so far 1511
end of batch....1192, cost so far 1511
end of batch....1193, cost so far 1511
end of batch....1194, cost so far 1511
end of batch....1195, cost so far 1511
end of batch....1196, cost so far 1511
end of batch....1197, cost so far 1511
end of batch....1198, cost so far 1511
end of batch....1199, cost so far 1511
end of batch....1200, cost so far 1511
end of batch....1201, cost so far 1511
end of batch....1202, cost so far 1511
end of batch....1203, cost so far 1511
end of batch....1204, cost so far 1511
end of batch....1205, cost so far 1511
end of batch....1206, cost so far 1511
end of batch....1207, cost so far 1511
end of batch....1208, cost so far 1511
end of batch....1209, cost so far 1511
end of batch....1210, cost so far 1511
end of batch....1211, cost so far 1511
end of batch....1212, cost so far 1511
end of batch....1213, cost so far 1511
end of batch....1214, cost so far 1511
end of batch....1215, cost so far 1511
end of batch....1216, cost so far 1511
end of batch....1217, cost so far 1511
end of batch....1218, cost so far 1511
end of batch....1219, cost so far 1511
end of batch....1220, cost so far 1511
end of batch....1221, cost so far 1511
end of batch....1222, cost so far 1511
end of batch....1223, cost so far 1511
end of batch....1224, cost so far 1511
end of batch....1225, cost so far 1511
end of batch....1226, cost so far 1511
end of batch....1227, cost so far 1511
end of batch....1228, cost so far 1511
end of batch....1229, cost so far 1511
end of batch....1230, cost so far 1511
end of batch....1231, cost so far 1511
end of batch....1232, cost so far 1511
end of batch....1233, cost so far 1511
end of batch....1234, cost so far 1511
end of batch....1235, cost so far 1511
end of batch....1236, cost so far 1511
end of batch....1237, cost so far 1511
end of batch....1238, cost so far 1511
end of batch....1239, cost so far 1511
end of batch....1240, cost so far 1511
end of batch....1241, cost so far 1511
end of batch....1242, cost so far 1511
end of batch....1243, cost so far 1511
end of batch....1244, cost so far 1511
end of batch....1245, cost so far 1511
end of batch....1246, cost so far 1511
end of batch....1247, cost so far 1511
end of batch....1248, cost so far 1511
end of batch....1249, cost so far 1511
end of batch....1250, cost so far 1511
end of batch....1251, cost so far 1511
end of batch....1252, cost so far 1511
end of batch....1253, cost so far 1511
end of batch....1254, cost so far 1511
end of batch....1255, cost so far 1511
end of batch....1256, cost so far 1511
end of batch....1257, cost so far 1511
end of batch....1258, cost so far 1511
end of batch....1259, cost so far 1511
end of batch....1260, cost so far 1511
end of batch....1261, cost so far 1511
end of batch....1262, cost so far 1511
end of batch....1263, cost so far 1511
end of batch....1264, cost so far 1511
end of batch....1265, cost so far 1511
end of batch....1266, cost so far 1511
end of batch....1267, cost so far 1511
end of batch....1268, cost so far 1511
end of batch....1269, cost so far 1511
end of batch....1270, cost so far 1511
end of batch....1271, cost so far 1511
end of batch....1272, cost so far 1511
end of batch....1273, cost so far 1511
end of batch....1274, cost so far 1511
end of batch....1275, cost so far 1511
end of batch....1276, cost so far 1511
end of batch....1277, cost so far 1511
end of batch....1278, cost so far 1511
end of batch....1279, cost so far 1511
end of batch....1280, cost so far 1511
end of batch....1281, cost so far 1511
end of batch....1282, cost so far 1511
end of batch....1283, cost so far 1511
end of batch....1284, cost so far 1511
end of batch....1285, cost so far 1511
end of batch....1286, cost so far 1511
end of batch....1287, cost so far 1511
end of batch....1288, cost so far 1511
end of batch....1289, cost so far 1511
end of batch....1290, cost so far 1511
end of batch....1291, cost so far 1511
end of batch....1292, cost so far 1511
end of batch....1293, cost so far 1511
end of batch....1294, cost so far 1511
end of batch....1295, cost so far 1511
end of batch....1296, cost so far 1511
end of batch....1297, cost so far 1508
end of batch....1298, cost so far 1508
end of batch....1299, cost so far 1508
end of batch....1300, cost so far 1508
end of batch....1301, cost so far 1508
end of batch....1302, cost so far 1508
end of batch....1303, cost so far 1508
end of batch....1304, cost so far 1508
end of batch....1305, cost so far 1508
end of batch....1306, cost so far 1508
end of batch....1307, cost so far 1508
end of batch....1308, cost so far 1508
end of batch....1309, cost so far 1508
end of batch....1310, cost so far 1508
end of batch....1311, cost so far 1504
end of batch....1312, cost so far 1504
end of batch....1313, cost so far 1504
end of batch....1314, cost so far 1504
end of batch....1315, cost so far 1504
end of batch....1316, cost so far 1504
end of batch....1317, cost so far 1504
end of batch....1318, cost so far 1504
end of batch....1319, cost so far 1504
end of batch....1320, cost so far 1504
end of batch....1321, cost so far 1504
end of batch....1322, cost so far 1504
end of batch....1323, cost so far 1504
end of batch....1324, cost so far 1504
end of batch....1325, cost so far 1504
end of batch....1326, cost so far 1504
end of batch....1327, cost so far 1504
end of batch....1328, cost so far 1504
end of batch....1329, cost so far 1504
end of batch....1330, cost so far 1504
end of batch....1331, cost so far 1504
end of batch....1332, cost so far 1504
end of batch....1333, cost so far 1504
end of batch....1334, cost so far 1504
end of batch....1335, cost so far 1504
end of batch....1336, cost so far 1504
end of batch....1337, cost so far 1504
end of batch....1338, cost so far 1504
end of batch....1339, cost so far 1504
end of batch....1340, cost so far 1504
end of batch....1341, cost so far 1504
end of batch....1342, cost so far 1504
end of batch....1343, cost so far 1504
end of batch....1344, cost so far 1504
end of batch....1345, cost so far 1504
end of batch....1346, cost so far 1504
end of batch....1347, cost so far 1504
end of batch....1348, cost so far 1504
end of batch....1349, cost so far 1504
end of batch....1350, cost so far 1504
end of batch....1351, cost so far 1504
end of batch....1352, cost so far 1504
end of batch....1353, cost so far 1504
end of batch....1354, cost so far 1504
end of batch....1355, cost so far 1504
end of batch....1356, cost so far 1504
end of batch....1357, cost so far 1504
end of batch....1358, cost so far 1504
end of batch....1359, cost so far 1504
end of batch....1360, cost so far 1504
end of batch....1361, cost so far 1504
end of batch....1362, cost so far 1504
end of batch....1363, cost so far 1504
end of batch....1364, cost so far 1504
end of batch....1365, cost so far 1504
end of batch....1366, cost so far 1504
end of batch....1367, cost so far 1504
end of batch....1368, cost so far 1504
end of batch....1369, cost so far 1504
end of batch....1370, cost so far 1504
end of batch....1371, cost so far 1504
end of batch....1372, cost so far 1504
end of batch....1373, cost so far 1504
end of batch....1374, cost so far 1504
end of batch....1375, cost so far 1504
end of batch....1376, cost so far 1504
end of batch....1377, cost so far 1504
end of batch....1378, cost so far 1504
end of batch....1379, cost so far 1504
end of batch....1380, cost so far 1504
end of batch....1381, cost so far 1504
end of batch....1382, cost so far 1504
end of batch....1383, cost so far 1504
end of batch....1384, cost so far 1504
end of batch....1385, cost so far 1504
end of batch....1386, cost so far 1504
end of batch....1387, cost so far 1504
end of batch....1388, cost so far 1504
end of batch....1389, cost so far 1504
end of batch....1390, cost so far 1504
end of batch....1391, cost so far 1504
end of batch....1392, cost so far 1504
end of batch....1393, cost so far 1504
end of batch....1394, cost so far 1504
end of batch....1395, cost so far 1504
end of batch....1396, cost so far 1504
end of batch....1397, cost so far 1504
end of batch....1398, cost so far 1504
end of batch....1399, cost so far 1504
end of batch....1400, cost so far 1504
end of batch....1401, cost so far 1504
end of batch....1402, cost so far 1504
end of batch....1403, cost so far 1504
end of batch....1404, cost so far 1504
end of batch....1405, cost so far 1504
end of batch....1406, cost so far 1504
end of batch....1407, cost so far 1504
end of batch....1408, cost so far 1504
end of batch....1409, cost so far 1504
end of batch....1410, cost so far 1504
end of batch....1411, cost so far 1504
end of batch....1412, cost so far 1504
end of batch....1413, cost so far 1504
end of batch....1414, cost so far 1504
end of batch....1415, cost so far 1504
end of batch....1416, cost so far 1504
end of batch....1417, cost so far 1504
end of batch....1418, cost so far 1504
end of batch....1419, cost so far 1504
end of batch....1420, cost so far 1504
end of batch....1421, cost so far 1504
end of batch....1422, cost so far 1492
end of batch....1423, cost so far 1492
end of batch....1424, cost so far 1492
end of batch....1425, cost so far 1492
end of batch....1426, cost so far 1492
end of batch....1427, cost so far 1492
end of batch....1428, cost so far 1492
end of batch....1429, cost so far 1492
end of batch....1430, cost so far 1492
end of batch....1431, cost so far 1492
end of batch....1432, cost so far 1492
end of batch....1433, cost so far 1492
end of batch....1434, cost so far 1492
end of batch....1435, cost so far 1492
end of batch....1436, cost so far 1492
end of batch....1437, cost so far 1492
end of batch....1438, cost so far 1492
end of batch....1439, cost so far 1492
end of batch....1440, cost so far 1492
end of batch....1441, cost so far 1492
end of batch....1442, cost so far 1492
end of batch....1443, cost so far 1492
end of batch....1444, cost so far 1492
end of batch....1445, cost so far 1492
end of batch....1446, cost so far 1492
end of batch....1447, cost so far 1492
end of batch....1448, cost so far 1492
end of batch....1449, cost so far 1492
end of batch....1450, cost so far 1492
end of batch....1451, cost so far 1492
end of batch....1452, cost so far 1492
end of batch....1453, cost so far 1492
end of batch....1454, cost so far 1492
end of batch....1455, cost so far 1492
end of batch....1456, cost so far 1492
end of batch....1457, cost so far 1492
end of batch....1458, cost so far 1492
end of batch....1459, cost so far 1492
end of batch....1460, cost so far 1492
end of batch....1461, cost so far 1492
end of batch....1462, cost so far 1492
end of batch....1463, cost so far 1492
end of batch....1464, cost so far 1492
end of batch....1465, cost so far 1492
end of batch....1466, cost so far 1492
end of batch....1467, cost so far 1492
end of batch....1468, cost so far 1492
end of batch....1469, cost so far 1492
end of batch....1470, cost so far 1492
end of batch....1471, cost so far 1492
end of batch....1472, cost so far 1492
end of batch....1473, cost so far 1492
end of batch....1474, cost so far 1492
end of batch....1475, cost so far 1492
end of batch....1476, cost so far 1492
end of batch....1477, cost so far 1492
end of batch....1478, cost so far 1492
end of batch....1479, cost so far 1492
end of batch....1480, cost so far 1492
end of batch....1481, cost so far 1492
end of batch....1482, cost so far 1492
end of batch....1483, cost so far 1492
end of batch....1484, cost so far 1492
end of batch....1485, cost so far 1492
end of batch....1486, cost so far 1492
end of batch....1487, cost so far 1492
end of batch....1488, cost so far 1492
end of batch....1489, cost so far 1492
end of batch....1490, cost so far 1492
end of batch....1491, cost so far 1492
end of batch....1492, cost so far 1492
end of batch....1493, cost so far 1492
end of batch....1494, cost so far 1492
end of batch....1495, cost so far 1492
end of batch....1496, cost so far 1492
end of batch....1497, cost so far 1492
end of batch....1498, cost so far 1492
end of batch....1499, cost so far 1492
end of batch....1500, cost so far 1492
end of batch....1501, cost so far 1492
end of batch....1502, cost so far 1492
end of batch....1503, cost so far 1492
end of batch....1504, cost so far 1492
end of batch....1505, cost so far 1492
end of batch....1506, cost so far 1492
end of batch....1507, cost so far 1492
end of batch....1508, cost so far 1492
end of batch....1509, cost so far 1492
end of batch....1510, cost so far 1492
end of batch....1511, cost so far 1492
end of batch....1512, cost so far 1492
end of batch....1513, cost so far 1492
end of batch....1514, cost so far 1492
end of batch....1515, cost so far 1492
end of batch....1516, cost so far 1492
end of batch....1517, cost so far 1492
end of batch....1518, cost so far 1492
end of batch....1519, cost so far 1492
end of batch....1520, cost so far 1492
end of batch....1521, cost so far 1492
end of batch....1522, cost so far 1492
end of batch....1523, cost so far 1492
end of batch....1524, cost so far 1492
end of batch....1525, cost so far 1492
end of batch....1526, cost so far 1492
end of batch....1527, cost so far 1492
end of batch....1528, cost so far 1492
end of batch....1529, cost so far 1492
end of batch....1530, cost so far 1492
end of batch....1531, cost so far 1492
end of batch....1532, cost so far 1492
end of batch....1533, cost so far 1492
end of batch....1534, cost so far 1492
end of batch....1535, cost so far 1492
end of batch....1536, cost so far 1492
end of batch....1537, cost so far 1492
end of batch....1538, cost so far 1492
end of batch....1539, cost so far 1492
end of batch....1540, cost so far 1492
end of batch....1541, cost so far 1492
end of batch....1542, cost so far 1492
end of batch....1543, cost so far 1492
end of batch....1544, cost so far 1492
end of batch....1545, cost so far 1492
end of batch....1546, cost so far 1492
end of batch....1547, cost so far 1492
end of batch....1548, cost so far 1492
end of batch....1549, cost so far 1492
end of batch....1550, cost so far 1492
end of batch....1551, cost so far 1492
end of batch....1552, cost so far 1492
end of batch....1553, cost so far 1492
end of batch....1554, cost so far 1492
end of batch....1555, cost so far 1492
end of batch....1556, cost so far 1492
end of batch....1557, cost so far 1492
end of batch....1558, cost so far 1492
end of batch....1559, cost so far 1492
end of batch....1560, cost so far 1492
end of batch....1561, cost so far 1492
end of batch....1562, cost so far 1492
end of batch....1563, cost so far 1492
end of batch....1564, cost so far 1492
end of batch....1565, cost so far 1492
end of batch....1566, cost so far 1492
end of batch....1567, cost so far 1492
end of batch....1568, cost so far 1492
end of batch....1569, cost so far 1492
end of batch....1570, cost so far 1492
end of batch....1571, cost so far 1492
end of batch....1572, cost so far 1492
end of batch....1573, cost so far 1492
end of batch....1574, cost so far 1492
end of batch....1575, cost so far 1492
end of batch....1576, cost so far 1492
end of batch....1577, cost so far 1492
end of batch....1578, cost so far 1492
end of batch....1579, cost so far 1492
end of batch....1580, cost so far 1492
end of batch....1581, cost so far 1492
end of batch....1582, cost so far 1492
end of batch....1583, cost so far 1492
end of batch....1584, cost so far 1492
end of batch....1585, cost so far 1492
end of batch....1586, cost so far 1492
end of batch....1587, cost so far 1492
end of batch....1588, cost so far 1492
end of batch....1589, cost so far 1492
end of batch....1590, cost so far 1492
end of batch....1591, cost so far 1492
end of batch....1592, cost so far 1492
end of batch....1593, cost so far 1492
end of batch....1594, cost so far 1492
end of batch....1595, cost so far 1492
end of batch....1596, cost so far 1492
end of batch....1597, cost so far 1492
end of batch....1598, cost so far 1492
end of batch....1599, cost so far 1492
end of batch....1600, cost so far 1492
end of batch....1601, cost so far 1492
end of batch....1602, cost so far 1492
end of batch....1603, cost so far 1492
end of batch....1604, cost so far 1492
end of batch....1605, cost so far 1492
end of batch....1606, cost so far 1492
end of batch....1607, cost so far 1492
end of batch....1608, cost so far 1492
end of batch....1609, cost so far 1492
end of batch....1610, cost so far 1492
end of batch....1611, cost so far 1492
end of batch....1612, cost so far 1492
end of batch....1613, cost so far 1492
end of batch....1614, cost so far 1492
end of batch....1615, cost so far 1492
end of batch....1616, cost so far 1492
end of batch....1617, cost so far 1492
end of batch....1618, cost so far 1492
end of batch....1619, cost so far 1492
end of batch....1620, cost so far 1492
end of batch....1621, cost so far 1492
end of batch....1622, cost so far 1492
end of batch....1623, cost so far 1492
end of batch....1624, cost so far 1492
end of batch....1625, cost so far 1492
end of batch....1626, cost so far 1492
end of batch....1627, cost so far 1492
end of batch....1628, cost so far 1492
end of batch....1629, cost so far 1492
end of batch....1630, cost so far 1492
end of batch....1631, cost so far 1492
end of batch....1632, cost so far 1492
end of batch....1633, cost so far 1492
end of batch....1634, cost so far 1492
end of batch....1635, cost so far 1492
end of batch....1636, cost so far 1492
end of batch....1637, cost so far 1492
end of batch....1638, cost so far 1492
end of batch....1639, cost so far 1492
end of batch....1640, cost so far 1492
end of batch....1641, cost so far 1492
end of batch....1642, cost so far 1492
end of batch....1643, cost so far 1492
end of batch....1644, cost so far 1492
end of batch....1645, cost so far 1492
end of batch....1646, cost so far 1492
end of batch....1647, cost so far 1492
end of batch....1648, cost so far 1492
end of batch....1649, cost so far 1492
end of batch....1650, cost so far 1492
end of batch....1651, cost so far 1492
end of batch....1652, cost so far 1492
end of batch....1653, cost so far 1492
end of batch....1654, cost so far 1492
end of batch....1655, cost so far 1492
end of batch....1656, cost so far 1492
end of batch....1657, cost so far 1492
end of batch....1658, cost so far 1492
end of batch....1659, cost so far 1492
end of batch....1660, cost so far 1492
end of batch....1661, cost so far 1492
end of batch....1662, cost so far 1492
end of batch....1663, cost so far 1492
end of batch....1664, cost so far 1492
end of batch....1665, cost so far 1492
end of batch....1666, cost so far 1492
end of batch....1667, cost so far 1492
end of batch....1668, cost so far 1492
end of batch....1669, cost so far 1492
end of batch....1670, cost so far 1492
end of batch....1671, cost so far 1492
end of batch....1672, cost so far 1492
end of batch....1673, cost so far 1492
end of batch....1674, cost so far 1492
end of batch....1675, cost so far 1492
end of batch....1676, cost so far 1492
end of batch....1677, cost so far 1492
end of batch....1678, cost so far 1492
end of batch....1679, cost so far 1492
end of batch....1680, cost so far 1492
end of batch....1681, cost so far 1492
end of batch....1682, cost so far 1492
end of batch....1683, cost so far 1492
end of batch....1684, cost so far 1492
end of batch....1685, cost so far 1492
end of batch....1686, cost so far 1492
end of batch....1687, cost so far 1492
end of batch....1688, cost so far 1492
end of batch....1689, cost so far 1492
end of batch....1690, cost so far 1492
end of batch....1691, cost so far 1492
end of batch....1692, cost so far 1492
end of batch....1693, cost so far 1492
end of batch....1694, cost so far 1492
end of batch....1695, cost so far 1492
end of batch....1696, cost so far 1492
end of batch....1697, cost so far 1492
end of batch....1698, cost so far 1492
end of batch....1699, cost so far 1492
end of batch....1700, cost so far 1492
end of batch....1701, cost so far 1492
end of batch....1702, cost so far 1492
end of batch....1703, cost so far 1492
end of batch....1704, cost so far 1492
end of batch....1705, cost so far 1492
end of batch....1706, cost so far 1492
end of batch....1707, cost so far 1492
end of batch....1708, cost so far 1492
end of batch....1709, cost so far 1492
end of batch....1710, cost so far 1492
end of batch....1711, cost so far 1492
end of batch....1712, cost so far 1492
end of batch....1713, cost so far 1492
end of batch....1714, cost so far 1492
end of batch....1715, cost so far 1492
end of batch....1716, cost so far 1492
end of batch....1717, cost so far 1492
end of batch....1718, cost so far 1492
end of batch....1719, cost so far 1492
end of batch....1720, cost so far 1492
end of batch....1721, cost so far 1492
end of batch....1722, cost so far 1492
end of batch....1723, cost so far 1492
end of batch....1724, cost so far 1492
end of batch....1725, cost so far 1492
end of batch....1726, cost so far 1492
end of batch....1727, cost so far 1492
end of batch....1728, cost so far 1492
end of batch....1729, cost so far 1492
end of batch....1730, cost so far 1492
end of batch....1731, cost so far 1492
end of batch....1732, cost so far 1492
end of batch....1733, cost so far 1492
end of batch....1734, cost so far 1492
end of batch....1735, cost so far 1492
end of batch....1736, cost so far 1492
end of batch....1737, cost so far 1492
end of batch....1738, cost so far 1492
end of batch....1739, cost so far 1492
end of batch....1740, cost so far 1492
end of batch....1741, cost so far 1492
end of batch....1742, cost so far 1492
end of batch....1743, cost so far 1492
end of batch....1744, cost so far 1492
end of batch....1745, cost so far 1492
end of batch....1746, cost so far 1492
end of batch....1747, cost so far 1492
end of batch....1748, cost so far 1492
end of batch....1749, cost so far 1492
end of batch....1750, cost so far 1492
end of batch....1751, cost so far 1492
end of batch....1752, cost so far 1492
end of batch....1753, cost so far 1492
end of batch....1754, cost so far 1492
end of batch....1755, cost so far 1492
end of batch....1756, cost so far 1492
end of batch....1757, cost so far 1492
end of batch....1758, cost so far 1492
end of batch....1759, cost so far 1492
end of batch....1760, cost so far 1492
end of batch....1761, cost so far 1492
end of batch....1762, cost so far 1492
end of batch....1763, cost so far 1492
end of batch....1764, cost so far 1492
end of batch....1765, cost so far 1492
end of batch....1766, cost so far 1492
end of batch....1767, cost so far 1492
end of batch....1768, cost so far 1492
end of batch....1769, cost so far 1492
end of batch....1770, cost so far 1492
end of batch....1771, cost so far 1492
end of batch....1772, cost so far 1492
end of batch....1773, cost so far 1492
end of batch....1774, cost so far 1492
end of batch....1775, cost so far 1492
end of batch....1776, cost so far 1492
end of batch....1777, cost so far 1492
end of batch....1778, cost so far 1492
end of batch....1779, cost so far 1492
end of batch....1780, cost so far 1492
end of batch....1781, cost so far 1492
end of batch....1782, cost so far 1492
end of batch....1783, cost so far 1492
end of batch....1784, cost so far 1492
end of batch....1785, cost so far 1492
end of batch....1786, cost so far 1492
end of batch....1787, cost so far 1492
end of batch....1788, cost so far 1492
end of batch....1789, cost so far 1492
end of batch....1790, cost so far 1492
end of batch....1791, cost so far 1492
end of batch....1792, cost so far 1492
end of batch....1793, cost so far 1492
end of batch....1794, cost so far 1492
end of batch....1795, cost so far 1492
end of batch....1796, cost so far 1492
end of batch....1797, cost so far 1492
end of batch....1798, cost so far 1492
end of batch....1799, cost so far 1492
end of batch....1800, cost so far 1492
end of batch....1801, cost so far 1492
end of batch....1802, cost so far 1492
end of batch....1803, cost so far 1492
end of batch....1804, cost so far 1492
end of batch....1805, cost so far 1492
end of batch....1806, cost so far 1492
end of batch....1807, cost so far 1492
end of batch....1808, cost so far 1492
end of batch....1809, cost so far 1492
